134	3873871	5	5	1	4	4	2	3	4	3
125	4215067	5	4	1	5	4	2	4	4	3
129	4033283	5	5	1	5	4	2	3	4	3
119	4410709	5	5	1	5	5	2	4	4	3
128	4033283	5	5	1	5	4	2	3	4	3
123	4215067	4	5	1	5	4	2	4	4	3
130	3946331	4	5	1	5	4	2	3	4	3
142	3558670	5	4	1	4	3	2	3	4	3
137	3786919	5	4	1	4	4	2	3	4	3
140	3645622	5	5	1	4	3	2	3	4	3
133	3873871	5	5	1	4	4	2	3	4	3
136	3786919	4	5	1	4	4	2	3	4	3
127	4033283	5	5	1	5	4	2	3	4	3
131	3946331	4	5	1	5	4	2	3	4	3
138	3645622	5	5	1	4	3	2	3	4	3
150	3416390	4	4	1	4	3	2	2	4	3
145	3471718	4	4	1	4	3	2	3	4	3
148	3471718	4	4	1	4	3	2	3	4	3
144	3558670	5	4	1	4	3	2	3	4	3
141	3558670	4	5	1	4	3	2	3	4	3
139	3645622	5	5	1	4	3	2	3	4	3
135	3805034	5	5	1	5	3	2	3	4	3
146	3471718	4	4	1	4	3	2	3	4	3
158	3157517	4	5	1	4	3	2	2	3	3
153	3299797	5	5	1	4	3	2	3	3	3
152	3402881	3	4	1	4	3	2	3	4	3
156	3212845	4	5	1	4	3	2	3	3	3
149	3471718	4	4	1	4	3	2	3	4	3
147	3471718	4	4	1	4	3	2	3	4	3
143	3558670	5	4	1	4	3	2	3	4	3
166	3005351	4	4	1	4	2	2	2	3	3
154	3299797	5	5	1	4	3	2	3	3	3
161	3092303	4	5	1	4	2	2	2	3	3
160	3125893	4	4	1	4	3	2	3	3	3
164	3060679	4	4	1	4	2	2	3	3	3
155	3244469	5	5	1	4	3	2	2	3	3
174	2900284	4	4	1	3	2	2	2	3	3
151	3416390	4	4	1	4	3	2	2	4	3
157	3212845	5	4	1	4	3	2	3	3	3
162	3070565	4	4	1	4	3	2	2	3	3
168	3005351	4	4	1	4	2	2	2	3	3
169	2987236	5	4	1	3	2	2	2	3	3
172	2900284	4	4	1	3	2	2	2	3	3
163	3060679	4	4	1	4	2	2	3	3	3
182	2844578	4	4	1	3	2	1	2	3	3
170	2955612	4	4	1	3	2	2	3	3	3
159	3147631	4	5	1	4	2	2	3	3	3
165	3005351	4	4	1	4	2	2	2	3	3
176	2900284	4	4	1	3	2	2	2	3	3
177	2895775	3	4	1	3	2	2	3	3	3
180	2846447	3	4	1	3	2	2	2	3	3
171	2955612	4	4	1	3	2	2	3	3	3
190	2781626	3	3	1	3	2	2	2	3	3
167	3005351	4	4	1	4	2	2	2	3	3
184	2825217	2	4	1	3	2	2	2	3	3
178	2895775	3	4	1	3	2	2	3	3	3
173	2900284	4	4	1	3	2	2	2	3	3
185	2786739	4	4	1	4	3	1	2	3	2
179	2846447	3	4	1	3	2	2	2	3	3
188	2786739	4	4	1	4	3	1	2	3	2
198	2705672	4	4	1	3	3	1	2	3	2
192	2738902	3	4	1	4	3	1	2	3	2
175	2900284	4	4	1	3	2	2	2	3	3
186	2786739	4	4	1	4	3	1	2	3	2
181	2846447	3	4	1	3	2	2	2	3	3
193	2705672	4	4	1	3	3	1	2	3	2
206	2636605	2	4	1	3	3	1	2	3	2
196	2705672	4	4	1	3	3	1	2	3	2
187	2786739	4	4	1	4	3	1	2	3	2
200	2657835	3	4	1	3	3	1	2	3	2
183	2829463	4	3	1	3	2	2	2	3	3
194	2705672	4	4	1	3	3	1	2	3	2
189	2786739	4	4	1	4	3	1	2	3	2
201	2657835	3	4	1	3	3	1	2	3	2
214	2588145	4	3	1	2	3	1	2	3	2
204	2640851	4	3	1	3	3	1	2	3	2
208	2616621	3	4	1	3	2	1	2	3	2
195	2705672	4	4	1	3	3	1	2	3	2
191	2781626	3	3	1	3	2	2	2	3	3
202	2657835	3	4	1	3	3	1	2	3	2
222	2540308	3	3	1	2	3	1	2	3	2
197	2705672	4	4	1	3	3	1	2	3	2
212	2593014	3	3	1	3	3	1	2	3	2
216	2571784	2	3	1	3	3	1	2	3	2
209	2616621	3	4	1	3	2	1	2	3	2
203	2657835	3	4	1	3	3	1	2	3	2
199	2705672	4	4	1	3	3	1	2	3	2
230	2499094	3	3	1	2	2	1	2	3	2
220	2540308	3	3	1	2	3	1	2	3	2
210	2616621	3	4	1	3	2	1	2	3	2
224	2530570	2	3	1	3	2	1	2	3	2
205	2636605	2	4	1	3	3	1	2	3	2
211	2593014	3	3	1	3	3	1	2	3	2
217	2571784	2	3	1	3	3	1	2	3	2
207	2636605	2	4	1	3	3	1	2	3	2
238	2477864	2	3	1	2	2	1	2	3	2
218	2571784	2	3	1	3	3	1	2	3	2
232	2499094	3	3	1	2	2	1	2	3	2
225	2519078	2	3	1	2	3	1	2	3	2
228	2499094	3	3	1	2	2	1	2	3	2
215	2588145	4	3	1	2	3	1	2	3	2
219	2551800	3	3	1	3	2	1	2	3	2
213	2588145	4	3	1	2	3	1	2	3	2
246	2434538	2	4	1	3	1	1	1	3	2
226	2519078	2	3	1	2	3	1	2	3	2
240	2469880	2	2	1	2	2	1	2	3	2
233	2477864	2	3	1	2	2	1	2	3	2
223	2540308	3	3	1	2	3	1	2	3	2
227	2519078	2	3	1	2	3	1	2	3	2
254	2317241	3	3	1	2	1	1	1	3	2
236	2477864	2	3	1	2	2	1	2	3	2
221	2540308	3	3	1	2	3	1	2	3	2
234	2477864	2	3	1	2	2	1	2	3	2
248	2365078	4	3	1	2	1	1	1	3	2
241	2455768	3	4	1	3	1	1	1	3	2
231	2499094	3	3	1	2	2	1	2	3	2
262	2296011	2	3	1	2	1	1	1	3	2
235	2477864	2	3	1	2	2	1	2	3	2
229	2499094	3	3	1	2	2	1	2	3	2
242	2447899	4	4	1	2	1	1	1	3	2
256	2317241	3	3	1	2	1	1	1	3	2
244	2443030	5	3	1	2	1	1	1	3	2
239	2477864	2	3	1	2	2	1	2	3	2
249	2365078	4	3	1	2	1	1	1	3	2
270	2288027	2	2	1	2	1	1	1	3	2
250	2365078	4	3	1	2	1	1	1	3	2
264	2296011	2	3	1	2	1	1	1	3	2
243	2447899	4	4	1	2	1	1	1	3	2
237	2477864	2	3	1	2	2	1	2	3	2
252	2365078	4	3	1	2	1	1	1	3	2
247	2365078	4	3	1	2	1	1	1	3	2
257	2317241	3	3	1	2	1	1	1	3	2
278	2288027	2	2	1	2	1	1	1	3	2
258	2317241	3	3	1	2	1	1	1	3	2
272	2288027	2	2	1	2	1	1	1	3	2
245	2438784	4	3	1	3	1	1	1	3	2
255	2317241	3	3	1	2	1	1	1	3	2
260	2296011	2	3	1	2	1	1	1	3	2
251	2365078	4	3	1	2	1	1	1	3	2
286	2288027	2	2	1	2	1	1	1	3	2
265	2296011	2	3	1	2	1	1	1	3	2
266	2288027	2	2	1	2	1	1	1	3	2
280	2288027	2	2	1	2	1	1	1	3	2
263	2296011	2	3	1	2	1	1	1	3	2
268	2288027	2	2	1	2	1	1	1	3	2
259	2296011	2	3	1	2	1	1	1	3	2
253	2365078	4	3	1	2	1	1	1	3	2
294	2288027	2	2	1	2	1	1	1	3	2
273	2288027	2	2	1	2	1	1	1	3	2
274	2288027	2	2	1	2	1	1	1	3	2
271	2288027	2	2	1	2	1	1	1	3	2
288	2288027	2	2	1	2	1	1	1	3	2
267	2288027	2	2	1	2	1	1	1	3	2
276	2288027	2	2	1	2	1	1	1	3	2
302	2288027	2	2	1	2	1	1	1	3	2
261	2296011	2	3	1	2	1	1	1	3	2
282	2288027	2	2	1	2	1	1	1	3	2
281	2288027	2	2	1	2	1	1	1	3	2
279	2288027	2	2	1	2	1	1	1	3	2
296	2288027	2	2	1	2	1	1	1	3	2
275	2288027	2	2	1	2	1	1	1	3	2
310	2285976	2	1	1	1	1	1	1	3	2
284	2288027	2	2	1	2	1	1	1	3	2
269	2288027	2	2	1	2	1	1	1	3	2
290	2288027	2	2	1	2	1	1	1	3	2
289	2288027	2	2	1	2	1	1	1	3	2
287	2288027	2	2	1	2	1	1	1	3	2
283	2288027	2	2	1	2	1	1	1	3	2
304	2288027	2	2	1	2	1	1	1	3	2
318	2285976	2	1	1	1	1	1	1	3	2
298	2288027	2	2	1	2	1	1	1	3	2
277	2288027	2	2	1	2	1	1	1	3	2
292	2288027	2	2	1	2	1	1	1	3	2
312	2285976	2	1	1	1	1	1	1	3	2
291	2288027	2	2	1	2	1	1	1	3	2
295	2288027	2	2	1	2	1	1	1	3	2
326	2231673	4	3	1	2	1	1	1	1	1
297	2288027	2	2	1	2	1	1	1	3	2
306	2288027	2	2	1	2	1	1	1	3	2
300	2288027	2	2	1	2	1	1	1	3	2
285	2288027	2	2	1	2	1	1	1	3	2
299	2288027	2	2	1	2	1	1	1	3	2
334	2162606	2	3	1	2	1	1	1	1	1
305	2288027	2	2	1	2	1	1	1	3	2
320	2231673	4	3	1	2	1	1	1	1	1
303	2288027	2	2	1	2	1	1	1	3	2
314	2285976	2	1	1	1	1	1	1	3	2
308	2288027	2	2	1	2	1	1	1	3	2
293	2288027	2	2	1	2	1	1	1	3	2
342	2154622	2	2	1	2	1	1	1	1	1
307	2288027	2	2	1	2	1	1	1	3	2
313	2285976	2	1	1	1	1	1	1	3	2
328	2183836	3	3	1	2	1	1	1	1	1
322	2231673	4	3	1	2	1	1	1	1	1
311	2285976	2	1	1	1	1	1	1	3	2
316	2285976	2	1	1	1	1	1	1	3	2
350	2154622	2	2	1	2	1	1	1	1	1
301	2288027	2	2	1	2	1	1	1	3	2
321	2231673	4	3	1	2	1	1	1	1	1
315	2285976	2	1	1	1	1	1	1	3	2
336	2162606	2	3	1	2	1	1	1	1	1
330	2183836	3	3	1	2	1	1	1	1	1
324	2231673	4	3	1	2	1	1	1	1	1
319	2285976	2	1	1	1	1	1	1	3	2
358	2154622	2	2	1	2	1	1	1	1	1
329	2183836	3	3	1	2	1	1	1	1	1
338	2162606	2	3	1	2	1	1	1	1	1
332	2162606	2	3	1	2	1	1	1	1	1
309	2288027	2	2	1	2	1	1	1	3	2
344	2154622	2	2	1	2	1	1	1	1	1
323	2231673	4	3	1	2	1	1	1	1	1
327	2183836	3	3	1	2	1	1	1	1	1
366	2154622	2	2	1	2	1	1	1	1	1
346	2154622	2	2	1	2	1	1	1	1	1
340	2154622	2	2	1	2	1	1	1	1	1
337	2162606	2	3	1	2	1	1	1	1	1
317	2285976	2	1	1	1	1	1	1	3	2
352	2154622	2	2	1	2	1	1	1	1	1
335	2162606	2	3	1	2	1	1	1	1	1
374	2154622	2	2	1	2	1	1	1	1	1
331	2183836	3	3	1	2	1	1	1	1	1
354	2154622	2	2	1	2	1	1	1	1	1
348	2154622	2	2	1	2	1	1	1	1	1
360	2154622	2	2	1	2	1	1	1	1	1
325	2231673	4	3	1	2	1	1	1	1	1
345	2154622	2	2	1	2	1	1	1	1	1
382	2154622	2	2	1	2	1	1	1	1	1
343	2154622	2	2	1	2	1	1	1	1	1
362	2154622	2	2	1	2	1	1	1	1	1
356	2154622	2	2	1	2	1	1	1	1	1
339	2154622	2	2	1	2	1	1	1	1	1
368	2154622	2	2	1	2	1	1	1	1	1
353	2154622	2	2	1	2	1	1	1	1	1
390	2152571	2	1	1	1	1	1	1	1	1
333	2162606	2	3	1	2	1	1	1	1	1
351	2154622	2	2	1	2	1	1	1	1	1
370	2154622	2	2	1	2	1	1	1	1	1
364	2154622	2	2	1	2	1	1	1	1	1
347	2154622	2	2	1	2	1	1	1	1	1
398	2152571	2	1	1	1	1	1	1	1	1
361	2154622	2	2	1	2	1	1	1	1	1
376	2154622	2	2	1	2	1	1	1	1	1
341	2154622	2	2	1	2	1	1	1	1	1
378	2154622	2	2	1	2	1	1	1	1	1
372	2154622	2	2	1	2	1	1	1	1	1
359	2154622	2	2	1	2	1	1	1	1	1
355	2154622	2	2	1	2	1	1	1	1	1
406	2152571	2	1	1	1	1	1	1	1	1
369	2154622	2	2	1	2	1	1	1	1	1
386	2152571	2	1	1	1	1	1	1	1	1
349	2154622	2	2	1	2	1	1	1	1	1
384	2152571	2	1	1	1	1	1	1	1	1
380	2154622	2	2	1	2	1	1	1	1	1
363	2154622	2	2	1	2	1	1	1	1	1
367	2154622	2	2	1	2	1	1	1	1	1
414	2152571	2	1	1	1	1	1	1	1	1
377	2154622	2	2	1	2	1	1	1	1	1
394	2152571	2	1	1	1	1	1	1	1	1
357	2154622	2	2	1	2	1	1	1	1	1
371	2154622	2	2	1	2	1	1	1	1	1
388	2152571	2	1	1	1	1	1	1	1	1
392	2152571	2	1	1	1	1	1	1	1	1
422	2152571	2	1	1	1	1	1	1	1	1
375	2154622	2	2	1	2	1	1	1	1	1
385	2152571	2	1	1	1	1	1	1	1	1
402	2152571	2	1	1	1	1	1	1	1	1
379	2154622	2	2	1	2	1	1	1	1	1
365	2154622	2	2	1	2	1	1	1	1	1
430	2152571	2	1	1	1	1	1	1	1	1
400	2152571	2	1	1	1	1	1	1	1	1
396	2152571	2	1	1	1	1	1	1	1	1
383	2152571	2	1	1	1	1	1	1	1	1
410	2152571	2	1	1	1	1	1	1	1	1
393	2152571	2	1	1	1	1	1	1	1	1
373	2154622	2	2	1	2	1	1	1	1	1
387	2152571	2	1	1	1	1	1	1	1	1
438	2152571	2	1	1	1	1	1	1	1	1
408	2152571	2	1	1	1	1	1	1	1	1
418	2152571	2	1	1	1	1	1	1	1	1
404	2152571	2	1	1	1	1	1	1	1	1
401	2152571	2	1	1	1	1	1	1	1	1
391	2152571	2	1	1	1	1	1	1	1	1
446	2152571	2	1	1	1	1	1	1	1	1
381	2154622	2	2	1	2	1	1	1	1	1
395	2152571	2	1	1	1	1	1	1	1	1
409	2152571	2	1	1	1	1	1	1	1	1
426	2152571	2	1	1	1	1	1	1	1	1
416	2152571	2	1	1	1	1	1	1	1	1
412	2152571	2	1	1	1	1	1	1	1	1
454	2152571	2	1	1	1	1	1	1	1	1
389	2152571	2	1	1	1	1	1	1	1	1
399	2152571	2	1	1	1	1	1	1	1	1
403	2152571	2	1	1	1	1	1	1	1	1
417	2152571	2	1	1	1	1	1	1	1	1
434	2152571	2	1	1	1	1	1	1	1	1
424	2152571	2	1	1	1	1	1	1	1	1
462	2152571	2	1	1	1	1	1	1	1	1
397	2152571	2	1	1	1	1	1	1	1	1
407	2152571	2	1	1	1	1	1	1	1	1
420	2152571	2	1	1	1	1	1	1	1	1
442	2152571	2	1	1	1	1	1	1	1	1
432	2152571	2	1	1	1	1	1	1	1	1
411	2152571	2	1	1	1	1	1	1	1	1
425	2152571	2	1	1	1	1	1	1	1	1
470	2152571	2	1	1	1	1	1	1	1	1
415	2152571	2	1	1	1	1	1	1	1	1
450	2152571	2	1	1	1	1	1	1	1	1
440	2152571	2	1	1	1	1	1	1	1	1
428	2152571	2	1	1	1	1	1	1	1	1
405	2152571	2	1	1	1	1	1	1	1	1
419	2152571	2	1	1	1	1	1	1	1	1
433	2152571	2	1	1	1	1	1	1	1	1
478	2152571	2	1	1	1	1	1	1	1	1
423	2152571	2	1	1	1	1	1	1	1	1
458	2152571	2	1	1	1	1	1	1	1	1
448	2152571	2	1	1	1	1	1	1	1	1
427	2152571	2	1	1	1	1	1	1	1	1
436	2152571	2	1	1	1	1	1	1	1	1
413	2152571	2	1	1	1	1	1	1	1	1
486	2152571	2	1	1	1	1	1	1	1	1
441	2152571	2	1	1	1	1	1	1	1	1
466	2152571	2	1	1	1	1	1	1	1	1
431	2152571	2	1	1	1	1	1	1	1	1
456	2152571	2	1	1	1	1	1	1	1	1
435	2152571	2	1	1	1	1	1	1	1	1
421	2152571	2	1	1	1	1	1	1	1	1
494	2152571	2	1	1	1	1	1	1	1	1
444	2152571	2	1	1	1	1	1	1	1	1
474	2152571	2	1	1	1	1	1	1	1	1
464	2152571	2	1	1	1	1	1	1	1	1
449	2152571	2	1	1	1	1	1	1	1	1
439	2152571	2	1	1	1	1	1	1	1	1
502	2152571	2	1	1	1	1	1	1	1	1
452	2152571	2	1	1	1	1	1	1	1	1
443	2152571	2	1	1	1	1	1	1	1	1
429	2152571	2	1	1	1	1	1	1	1	1
482	2152571	2	1	1	1	1	1	1	1	1
472	2152571	2	1	1	1	1	1	1	1	1
457	2152571	2	1	1	1	1	1	1	1	1
447	2152571	2	1	1	1	1	1	1	1	1
510	2152571	2	1	1	1	1	1	1	1	1
451	2152571	2	1	1	1	1	1	1	1	1
437	2152571	2	1	1	1	1	1	1	1	1
490	2152571	2	1	1	1	1	1	1	1	1
460	2152571	2	1	1	1	1	1	1	1	1
455	2152571	2	1	1	1	1	1	1	1	1
518	2152571	2	1	1	1	1	1	1	1	1
459	2152571	2	1	1	1	1	1	1	1	1
480	2152571	2	1	1	1	1	1	1	1	1
445	2152571	2	1	1	1	1	1	1	1	1
498	2152571	2	1	1	1	1	1	1	1	1
465	2152571	2	1	1	1	1	1	1	1	1
463	2152571	2	1	1	1	1	1	1	1	1
468	2152571	2	1	1	1	1	1	1	1	1
526	2152571	2	1	1	1	1	1	1	1	1
467	2152571	2	1	1	1	1	1	1	1	1
453	2152571	2	1	1	1	1	1	1	1	1
506	2152571	2	1	1	1	1	1	1	1	1
488	2152571	2	1	1	1	1	1	1	1	1
471	2152571	2	1	1	1	1	1	1	1	1
473	2152571	2	1	1	1	1	1	1	1	1
534	2152571	2	1	1	1	1	1	1	1	1
475	2152571	2	1	1	1	1	1	1	1	1
476	2152571	2	1	1	1	1	1	1	1	1
461	2152571	2	1	1	1	1	1	1	1	1
514	2152571	2	1	1	1	1	1	1	1	1
479	2152571	2	1	1	1	1	1	1	1	1
496	2152571	2	1	1	1	1	1	1	1	1
542	2152571	2	1	1	1	1	1	1	1	1
481	2152571	2	1	1	1	1	1	1	1	1
469	2152571	2	1	1	1	1	1	1	1	1
522	2152571	2	1	1	1	1	1	1	1	1
484	2152571	2	1	1	1	1	1	1	1	1
483	2152571	2	1	1	1	1	1	1	1	1
487	2152571	2	1	1	1	1	1	1	1	1
504	2152571	2	1	1	1	1	1	1	1	1
550	2152571	2	1	1	1	1	1	1	1	1
477	2152571	2	1	1	1	1	1	1	1	1
530	2152571	2	1	1	1	1	1	1	1	1
489	2152571	2	1	1	1	1	1	1	1	1
491	2152571	2	1	1	1	1	1	1	1	1
495	2152571	2	1	1	1	1	1	1	1	1
492	2152571	2	1	1	1	1	1	1	1	1
512	2152571	2	1	1	1	1	1	1	1	1
558	2152571	2	1	1	1	1	1	1	1	1
485	2152571	2	1	1	1	1	1	1	1	1
538	2152571	2	1	1	1	1	1	1	1	1
499	2152571	2	1	1	1	1	1	1	1	1
503	2152571	2	1	1	1	1	1	1	1	1
497	2152571	2	1	1	1	1	1	1	1	1
566	2152571	2	1	1	1	1	1	1	1	1
500	2152571	2	1	1	1	1	1	1	1	1
520	2152571	2	1	1	1	1	1	1	1	1
493	2152571	2	1	1	1	1	1	1	1	1
546	2152571	2	1	1	1	1	1	1	1	1
508	2152571	2	1	1	1	1	1	1	1	1
574	2152571	2	1	1	1	1	1	1	1	1
505	2152571	2	1	1	1	1	1	1	1	1
507	2152571	2	1	1	1	1	1	1	1	1
528	2152571	2	1	1	1	1	1	1	1	1
511	2152571	2	1	1	1	1	1	1	1	1
554	2152571	2	1	1	1	1	1	1	1	1
501	2152571	2	1	1	1	1	1	1	1	1
582	2152571	2	1	1	1	1	1	1	1	1
513	2152571	2	1	1	1	1	1	1	1	1
519	2152571	2	1	1	1	1	1	1	1	1
516	2152571	2	1	1	1	1	1	1	1	1
536	2152571	2	1	1	1	1	1	1	1	1
515	2152571	2	1	1	1	1	1	1	1	1
562	2152571	2	1	1	1	1	1	1	1	1
509	2152571	2	1	1	1	1	1	1	1	1
590	2152571	2	1	1	1	1	1	1	1	1
521	2152571	2	1	1	1	1	1	1	1	1
527	2152571	2	1	1	1	1	1	1	1	1
544	2152571	2	1	1	1	1	1	1	1	1
570	2152571	2	1	1	1	1	1	1	1	1
523	2152571	2	1	1	1	1	1	1	1	1
524	2152571	2	1	1	1	1	1	1	1	1
517	2152571	2	1	1	1	1	1	1	1	1
598	2152571	2	1	1	1	1	1	1	1	1
529	2152571	2	1	1	1	1	1	1	1	1
552	2152571	2	1	1	1	1	1	1	1	1
535	2152571	2	1	1	1	1	1	1	1	1
578	2152571	2	1	1	1	1	1	1	1	1
531	2152571	2	1	1	1	1	1	1	1	1
532	2152571	2	1	1	1	1	1	1	1	1
606	2152571	2	1	1	1	1	1	1	1	1
537	2152571	2	1	1	1	1	1	1	1	1
525	2152571	2	1	1	1	1	1	1	1	1
560	2152571	2	1	1	1	1	1	1	1	1
586	2152571	2	1	1	1	1	1	1	1	1
543	2152571	2	1	1	1	1	1	1	1	1
539	2152571	2	1	1	1	1	1	1	1	1
614	2152571	2	1	1	1	1	1	1	1	1
545	2152571	2	1	1	1	1	1	1	1	1
540	2152571	2	1	1	1	1	1	1	1	1
568	2152571	2	1	1	1	1	1	1	1	1
533	2152571	2	1	1	1	1	1	1	1	1
594	2152571	2	1	1	1	1	1	1	1	1
551	2152571	2	1	1	1	1	1	1	1	1
622	2152571	2	1	1	1	1	1	1	1	1
553	2152571	2	1	1	1	1	1	1	1	1
547	2152571	2	1	1	1	1	1	1	1	1
548	2152571	2	1	1	1	1	1	1	1	1
602	2152571	2	1	1	1	1	1	1	1	1
576	2152571	2	1	1	1	1	1	1	1	1
541	2152571	2	1	1	1	1	1	1	1	1
630	2152571	2	1	1	1	1	1	1	1	1
561	2152571	2	1	1	1	1	1	1	1	1
555	2152571	2	1	1	1	1	1	1	1	1
559	2152571	2	1	1	1	1	1	1	1	1
556	2152571	2	1	1	1	1	1	1	1	1
610	2152571	2	1	1	1	1	1	1	1	1
584	2152571	2	1	1	1	1	1	1	1	1
549	2152571	2	1	1	1	1	1	1	1	1
638	2152571	2	1	1	1	1	1	1	1	1
569	2152571	2	1	1	1	1	1	1	1	1
618	2152571	2	1	1	1	1	1	1	1	1
592	2152571	2	1	1	1	1	1	1	1	1
563	2152571	2	1	1	1	1	1	1	1	1
567	2152571	2	1	1	1	1	1	1	1	1
564	2152571	2	1	1	1	1	1	1	1	1
557	2152571	2	1	1	1	1	1	1	1	1
646	2152571	2	1	1	1	1	1	1	1	1
577	2152571	2	1	1	1	1	1	1	1	1
626	2152571	2	1	1	1	1	1	1	1	1
575	2152571	2	1	1	1	1	1	1	1	1
571	2152571	2	1	1	1	1	1	1	1	1
572	2152571	2	1	1	1	1	1	1	1	1
600	2152571	2	1	1	1	1	1	1	1	1
654	2152571	2	1	1	1	1	1	1	1	1
585	2152571	2	1	1	1	1	1	1	1	1
565	2152571	2	1	1	1	1	1	1	1	1
634	2152571	2	1	1	1	1	1	1	1	1
583	2152571	2	1	1	1	1	1	1	1	1
580	2152571	2	1	1	1	1	1	1	1	1
579	2152571	2	1	1	1	1	1	1	1	1
608	2152571	2	1	1	1	1	1	1	1	1
662	2152571	2	1	1	1	1	1	1	1	1
593	2152571	2	1	1	1	1	1	1	1	1
642	2152571	2	1	1	1	1	1	1	1	1
591	2152571	2	1	1	1	1	1	1	1	1
573	2152571	2	1	1	1	1	1	1	1	1
587	2152571	2	1	1	1	1	1	1	1	1
588	2152571	2	1	1	1	1	1	1	1	1
670	2152571	2	1	1	1	1	1	1	1	1
601	2152571	2	1	1	1	1	1	1	1	1
616	2152571	2	1	1	1	1	1	1	1	1
650	2152571	2	1	1	1	1	1	1	1	1
599	2152571	2	1	1	1	1	1	1	1	1
581	2152571	2	1	1	1	1	1	1	1	1
678	2152571	2	1	1	1	1	1	1	1	1
596	2152571	2	1	1	1	1	1	1	1	1
609	2152571	2	1	1	1	1	1	1	1	1
595	2152571	2	1	1	1	1	1	1	1	1
658	2152571	2	1	1	1	1	1	1	1	1
624	2152571	2	1	1	1	1	1	1	1	1
607	2152571	2	1	1	1	1	1	1	1	1
686	2152571	2	1	1	1	1	1	1	1	1
589	2152571	2	1	1	1	1	1	1	1	1
604	2152571	2	1	1	1	1	1	1	1	1
617	2152571	2	1	1	1	1	1	1	1	1
666	2152571	2	1	1	1	1	1	1	1	1
603	2152571	2	1	1	1	1	1	1	1	1
632	2152571	2	1	1	1	1	1	1	1	1
694	2152571	2	1	1	1	1	1	1	1	1
615	2152571	2	1	1	1	1	1	1	1	1
597	2152571	2	1	1	1	1	1	1	1	1
612	2152571	2	1	1	1	1	1	1	1	1
625	2152571	2	1	1	1	1	1	1	1	1
674	2152571	2	1	1	1	1	1	1	1	1
640	2152571	2	1	1	1	1	1	1	1	1
611	2152571	2	1	1	1	1	1	1	1	1
605	2152571	2	1	1	1	1	1	1	1	1
623	2152571	2	1	1	1	1	1	1	1	1
620	2152571	2	1	1	1	1	1	1	1	1
682	2152571	2	1	1	1	1	1	1	1	1
633	2152571	2	1	1	1	1	1	1	1	1
648	2152571	2	1	1	1	1	1	1	1	1
619	2152571	2	1	1	1	1	1	1	1	1
613	2152571	2	1	1	1	1	1	1	1	1
631	2152571	2	1	1	1	1	1	1	1	1
628	2152571	2	1	1	1	1	1	1	1	1
690	2152571	2	1	1	1	1	1	1	1	1
641	2152571	2	1	1	1	1	1	1	1	1
